id,gender,age,marathonTime,marNum2016,marNum2015,marNum2014,marNum2013,marNum2012,otherNum2012,otherNum2013,otherNum2014,otherNum2015,otherNum2016,continue2014
2182,Male,40,230.41250000000002,0,0,0,1,1,1,3,3,0,0,4
2183,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
2184,Female,25,0,0,1,0,0,0,0,0,0,0,1,3
2185,Male,18,352.65,0,1,0,0,0,0,0,0,0,0,3
2186,Female,55,402.7,0,0,1,0,0,0,0,0,0,0,2
2187,Female,16,331.8666666666667,0,0,0,1,0,0,2,0,0,0,4
2188,Male,18,250.36666666666667,0,0,0,0,1,0,0,0,0,0,4
2189,Male,40,298.03333333333336,0,1,0,0,0,0,0,0,0,0,3
2190,Female,30,250.6,0,0,0,0,1,0,0,0,0,0,4
2191,Male,20,233.13333333333333,0,1,0,0,0,0,0,0,0,2,3
2192,Female,30,239.46666666666667,0,1,0,0,0,2,0,0,0,0,3
2193,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
2194,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
2195,Male,45,208.83333333333331,0,1,1,0,0,0,0,0,0,0,1
2196,Male,25,217.8,0,1,0,0,0,0,0,0,0,0,3
2197,Female,40,254.35,0,0,0,1,0,0,1,0,0,0,4
2198,Male,30,248.28333333333333,0,0,1,0,0,0,0,0,0,0,2
2199,Male,30,260.2,0,0,0,1,0,0,0,0,0,0,4
2200,Female,30,346.8333333333333,0,1,0,0,0,0,0,0,0,0,3
2201,Male,30,210.11666666666667,0,0,1,0,0,0,2,3,0,1,2
2202,Female,25,329.93333333333334,0,0,1,0,0,0,0,0,0,0,2
2203,Female,30,265.93333333333334,0,1,0,0,0,0,0,0,0,0,3
2204,Male,35,239.08333333333334,0,1,0,0,0,0,0,0,0,0,3
2205,Male,55,296.03333333333336,0,0,1,0,0,0,0,0,0,0,2
2206,Male,30,274.45,0,0,1,0,0,0,0,0,0,0,2
2207,Male,18,286.96666666666664,0,1,0,0,0,0,1,5,0,0,3
2208,Female,20,323.9166666666667,0,0,1,0,0,0,0,1,0,0,2
2209,Female,50,305.42499999999995,0,0,1,0,1,2,2,2,1,0,2
2210,Male,40,0,0,0,0,0,0,2,3,0,1,0,4
2211,Male,31,294.6166666666667,0,0,1,0,0,1,2,1,0,0,2
2212,Female,18,365.6333333333333,0,1,0,0,0,0,0,0,0,0,3
2213,Male,55,393.76666666666665,0,0,1,0,0,0,0,0,0,0,2
2214,Male,30,300.4166666666667,0,0,1,0,0,0,0,0,0,0,2
2215,Male,30,0,0,0,1,0,0,0,0,0,0,0,2
2216,Male,30,221.28333333333333,0,0,0,0,1,0,0,0,0,0,4
2217,Male,60,258.65,0,1,0,0,0,0,0,0,0,0,3
2218,Male,25,223.7,0,0,1,0,0,0,0,2,0,0,2
2219,Male,50,0,0,0,1,0,0,0,2,0,1,0,2
2220,Male,25,335.2,0,0,1,0,0,0,0,0,0,0,2
2221,Male,40,241.08333333333334,0,0,0,1,0,1,1,1,1,0,4
2222,Male,30,232.53333333333333,0,0,0,1,0,0,0,0,0,1,4
2223,Male,25,303.9,0,0,1,0,0,0,1,0,0,0,2
2224,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
2225,Male,18,303.3333333333333,0,0,1,0,0,0,0,0,0,0,2
2226,Male,45,243.15,0,0,0,0,1,0,0,0,0,0,4
2227,Male,20,194.75,0,0,0,1,0,3,2,3,0,1,4
2228,Male,30,0,0,0,0,0,0,0,0,0,1,0,4
2229,Male,40,365.21666666666664,0,0,1,0,0,0,0,0,0,0,2
2230,Male,30,238.3,0,0,0,0,1,0,0,0,0,0,4
2231,Male,40,297.0,1,0,1,0,0,0,0,0,0,1,2
2232,Female,25,0,0,0,0,0,0,0,0,0,1,0,4
2233,Female,30,251.71666666666667,0,1,0,0,0,0,0,0,0,0,3
2234,Male,40,281.06666666666666,0,0,0,0,1,0,0,0,0,0,4
2235,Male,30,224.33333333333334,0,1,0,0,0,0,0,0,0,0,3
2236,Male,50,225.86666666666667,0,1,0,0,0,0,0,0,0,0,3
2237,Male,16,310.48333333333335,0,0,0,1,0,0,1,0,0,0,4
2238,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
2239,Male,25,230.15,0,1,0,0,0,0,0,0,0,2,3
2240,Male,25,251.3,0,0,0,1,0,1,0,0,0,0,4
2241,Female,30,248.43333333333334,0,0,1,0,0,3,3,1,4,2,2
2242,Male,30,0,0,0,1,0,0,0,0,0,0,0,2
2243,Male,50,243.57083333333333,0,0,1,1,1,0,1,0,0,0,2
2244,Female,25,250.36666666666667,0,0,0,1,0,0,1,0,0,0,4
2245,Female,40,0,0,0,0,0,0,0,0,0,3,0,4
2246,Male,18,199.51666666666668,0,0,0,0,1,1,1,1,0,0,4
2247,Male,18,213.98333333333332,0,0,0,1,0,0,0,0,0,0,4
2248,Female,25,276.48333333333335,0,1,0,0,0,0,0,0,0,0,3
2249,Male,35,297.65,0,0,0,1,0,0,0,0,0,0,4
2250,Female,40,302.25,0,1,0,0,0,0,0,0,0,0,3
2251,Male,25,337.51666666666665,0,0,1,0,0,0,0,0,0,0,2
2252,Male,50,229.48333333333332,0,0,0,0,1,0,0,0,0,0,4
2253,Male,40,215.38333333333333,0,1,0,0,0,0,0,0,0,0,3
2254,Male,30,192.18333333333334,0,0,0,0,1,0,0,0,0,0,4
2255,Male,40,261.3666666666667,0,1,0,0,0,0,0,0,1,3,3
2256,Female,30,284.8833333333333,0,0,0,0,1,1,1,0,0,0,4
2257,Female,31,237.63333333333333,0,0,0,1,0,1,0,0,0,0,4
2258,Male,40,0,0,0,0,0,0,0,0,0,1,0,4
2259,Female,30,227.6,0,1,0,0,0,0,0,0,1,0,3
2260,Male,55,284.6166666666667,0,0,0,0,1,1,0,0,0,0,4
2261,Female,30,316.48333333333335,0,1,0,0,0,0,0,0,0,0,3
2262,Male,40,238.1375,1,0,2,1,1,0,0,1,1,0,2
2263,Female,40,274.46666666666664,0,0,0,0,1,1,0,1,1,1,4
2264,Male,30,245.0,0,1,0,0,0,0,0,0,0,0,3
2265,Female,45,243.05,0,0,0,1,0,0,0,0,0,0,4
2266,Male,16,284.01666666666665,0,0,0,0,1,4,2,0,0,0,4
2267,Female,55,449.21666666666664,0,1,0,0,0,0,0,0,0,0,3
2268,Male,35,345.18333333333334,0,0,0,1,0,1,1,0,0,0,4
2269,Male,50,187.01666666666665,0,1,1,0,0,0,0,0,0,0,1
2270,Male,20,333.75,0,1,0,0,0,0,0,0,1,0,3
2271,Male,30,259.68333333333334,0,1,0,0,0,0,0,0,0,0,3
2272,Male,35,325.28333333333336,0,1,0,0,0,0,0,0,0,0,3
2273,Female,45,317.78333333333336,0,0,1,0,0,0,0,0,0,0,2
2274,Male,55,244.29166666666666,0,0,0,1,1,0,0,0,0,0,4
2275,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
2276,Male,40,245.21666666666667,0,0,0,0,1,0,0,0,0,0,4
2277,Male,30,188.94166666666666,0,0,0,1,1,1,3,0,0,0,4
2278,Male,45,327.1666666666667,0,1,0,0,0,0,0,0,0,0,3
2279,Male,30,290.5833333333333,0,0,0,1,0,3,1,0,0,0,4
2280,Male,30,266.98333333333335,0,0,1,0,0,0,0,1,4,0,2
2281,Male,40,230.38333333333333,0,0,0,0,1,3,1,0,0,0,4
2282,Male,30,203.46666666666667,0,1,1,0,0,0,0,0,0,0,1
2283,Male,18,301.18333333333334,0,0,1,0,0,0,0,0,0,0,2
2284,Female,20,206.36666666666667,0,0,0,1,0,2,0,1,0,0,4
2285,Male,14,260.21666666666664,0,0,0,1,0,0,4,0,0,0,4
2286,Male,35,223.0,0,1,0,0,0,0,0,0,0,0,3
2287,Male,30,387.6166666666667,0,1,0,0,0,0,0,0,0,0,3
2288,Female,35,289.26666666666665,0,0,0,1,0,0,1,0,0,0,4
2289,Female,30,313.96666666666664,0,1,0,0,0,0,0,1,0,0,3
2290,Male,18,331.5833333333333,0,1,0,0,0,0,0,0,0,0,3
2291,Male,30,241.86666666666667,0,0,1,0,0,0,0,0,0,0,2
2292,Male,30,253.68333333333334,0,0,1,0,0,0,1,1,0,0,2
2293,Female,25,226.58333333333334,0,0,0,1,0,1,0,2,0,0,4
2294,Male,30,222.88333333333333,0,0,0,1,0,0,0,0,0,1,4
2295,Male,25,175.18333333333334,0,0,1,0,0,0,0,0,0,0,2
2296,Female,25,303.9,0,0,1,0,0,0,0,0,0,0,2
2297,Female,35,235.46666666666667,0,0,0,1,0,0,0,0,0,0,4
2298,Male,30,258.3833333333333,0,1,1,0,0,0,0,0,0,0,1
2299,Female,55,374.93333333333334,0,1,0,0,0,0,0,0,0,0,3
2300,Male,45,213.36666666666667,0,1,0,0,0,0,0,0,0,0,3
2301,Male,20,208.51666666666668,0,0,1,0,0,1,1,1,0,0,2
2302,Male,18,206.61666666666667,0,0,0,0,1,0,3,0,1,0,4
2303,Male,30,252.81666666666666,0,1,0,0,0,0,0,0,0,0,3
2304,Male,40,0,0,0,0,0,0,0,0,0,1,0,4
2305,Female,25,293.45,0,1,0,0,0,0,0,0,0,0,3
2306,Female,,0,0,0,0,0,0,0,0,0,2,0,4
2307,Male,40,252.06666666666666,0,0,1,0,0,0,0,0,0,0,2
2308,Male,60,256.65,0,1,0,0,0,0,0,0,0,0,3
2309,Male,40,373.65,0,1,0,0,0,0,0,0,0,0,3
2310,Female,40,320.5,0,1,0,0,0,0,0,0,0,0,3
2311,Male,25,237.88333333333333,0,0,0,0,1,0,0,0,0,0,4
2312,Male,25,235.38333333333333,0,0,0,0,1,0,0,0,0,0,4
2313,Female,40,0,0,0,0,0,0,0,0,0,2,0,4
2314,Male,30,349.26666666666665,0,1,0,0,0,1,1,0,0,0,3
2315,Male,13,0,0,0,0,0,0,0,0,1,0,0,4
2316,Male,40,262.75,0,0,0,0,1,0,0,1,0,0,4
2317,Male,40,220.76666666666668,0,0,1,0,0,0,0,0,0,0,2
2318,Female,40,258.81666666666666,0,0,0,0,1,1,0,0,0,0,4
2319,Female,30,310.6166666666667,0,0,1,0,0,0,0,1,1,1,2
2320,Male,40,308.71666666666664,0,1,0,0,0,0,0,0,0,0,3
2321,Female,18,274.68333333333334,0,0,0,0,1,0,0,0,0,0,4
2322,Male,40,224.9,0,0,0,0,1,0,0,0,0,0,4
2323,Female,40,287.96666666666664,0,1,0,0,0,0,0,0,0,0,3
2324,Male,40,0,0,0,0,0,0,0,0,0,1,0,4
2325,Female,25,276.1333333333333,0,0,0,0,1,0,0,0,0,0,4
2326,Male,18,265.875,0,0,1,0,2,0,0,0,0,0,2
2327,Male,60,338.56666666666666,0,1,0,0,0,0,0,0,0,0,3
2328,Male,30,0,0,0,0,0,0,0,1,1,0,0,4
2329,Male,30,215.81666666666666,0,0,1,0,0,1,1,3,0,0,2
2330,Female,25,321.71666666666664,0,0,1,0,0,0,1,0,0,0,2
2331,Female,50,246.93333333333334,0,0,0,0,1,0,1,0,0,0,4
2332,Male,40,0,0,0,0,0,0,0,0,0,2,0,4
2333,Female,35,289.1333333333333,0,1,0,0,0,0,0,0,0,0,3
2334,Male,40,284.41666666666663,0,0,1,1,0,0,1,1,0,0,2
2335,Male,30,202.93333333333334,0,1,0,0,0,0,0,0,0,0,3
2336,Male,55,251.2,0,0,0,0,1,0,0,0,0,0,4
2337,Male,30,190.64166666666665,0,0,0,1,1,3,2,3,1,0,4
2338,Female,25,251.1,0,0,0,1,0,2,1,1,0,0,4
2339,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
2340,Male,30,202.00833333333333,0,0,0,0,2,4,3,4,0,0,4
2341,Male,25,0,0,0,0,0,0,0,0,0,1,1,4
2342,Female,30,0,0,0,0,0,0,1,1,0,1,0,4
2343,Male,35,265.54166666666663,0,1,1,0,0,0,0,0,0,0,1
2344,Male,30,214.55,0,0,1,0,0,0,1,0,0,0,2
2345,Female,25,0,0,0,0,0,0,0,0,1,0,0,4
2346,Male,40,210.26666666666668,0,1,0,0,0,0,0,0,0,0,3
2347,Male,35,191.16666666666666,0,1,0,0,0,0,0,0,0,0,3
2348,Male,30,246.43333333333334,0,0,0,0,1,0,0,1,0,0,4
2349,Male,30,206.25,0,0,0,1,0,2,6,3,0,0,4
2350,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
2351,Female,50,333.1333333333333,0,0,1,0,0,0,0,0,0,0,2
2352,Male,55,242.46666666666667,0,1,0,0,0,0,0,0,0,0,3
2353,Male,55,0,0,0,0,0,0,1,0,3,0,0,4
2354,Male,60,191.4,0,1,0,0,0,0,0,0,1,0,3
2355,Male,50,226.25,0,1,0,0,0,0,1,0,0,0,3
2356,Male,30,259.20000000000005,0,0,1,1,1,1,0,0,1,1,2
2357,Female,30,235.15,0,0,0,1,0,1,0,0,0,0,4
2358,Female,25,278.1166666666667,0,0,0,0,1,0,0,0,0,0,4
2359,Male,45,235.1,0,1,0,0,0,0,0,0,0,0,3
2360,Male,25,0,0,0,0,0,0,1,0,0,0,0,4
2361,Male,35,273.3666666666667,0,0,0,0,1,0,0,0,0,0,4
2362,Male,50,0,0,0,0,0,0,0,0,0,1,0,4
2363,Male,25,210.1,0,0,0,1,0,0,0,0,0,0,4
2364,Male,50,268.3333333333333,0,0,1,0,0,1,3,2,2,0,2
2365,Female,35,239.90833333333333,0,0,1,1,1,0,1,0,0,0,2
2366,Male,45,315.0833333333333,0,0,1,1,0,2,2,0,0,0,2
2367,Female,40,0,0,0,0,0,0,0,0,0,1,0,4
2368,Male,50,221.03333333333333,1,0,0,0,0,0,0,0,1,0,4
2369,Female,40,341.35,0,0,1,0,0,0,0,0,0,0,2
2370,Male,40,317.81666666666666,0,0,1,0,0,0,0,1,0,0,2
2371,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
2372,Female,18,362.73333333333335,0,1,0,0,0,0,0,0,0,0,3
2373,Male,40,345.23333333333335,0,1,0,0,0,0,0,0,0,0,3
2374,Female,55,232.33333333333334,0,0,0,0,1,0,1,0,0,0,4
2375,Male,35,199.8,0,0,0,0,1,0,1,0,1,0,4
2376,Male,50,229.46666666666667,0,1,0,0,0,0,0,0,0,0,3
2377,Female,30,194.78333333333333,0,1,0,0,0,0,0,0,1,0,3
2378,Male,35,240.90833333333333,0,0,1,0,1,0,0,0,0,0,2
2379,Female,35,320.71666666666664,0,1,0,0,0,0,0,0,0,0,3
2380,Male,30,273.53333333333336,0,1,0,0,0,0,0,0,2,0,3
2381,Female,40,369.43333333333334,0,0,1,0,0,0,0,0,0,0,2
2382,Female,45,285.28333333333336,0,0,1,0,0,0,0,0,0,0,2
2383,Female,55,325.71666666666664,0,0,0,1,0,0,1,0,1,1,4
2384,Female,40,345.73333333333335,0,1,0,0,0,0,0,0,0,1,3
2385,Male,35,195.25,0,1,0,0,0,0,0,0,0,0,3
2386,Female,25,0,0,0,0,0,0,0,0,0,1,0,4
2387,Female,35,0,0,0,0,0,0,0,1,1,0,0,4
2388,Female,40,209.08333333333334,0,0,0,1,1,1,0,0,0,0,4
2389,Male,18,193.2,0,0,1,0,0,0,0,0,0,0,2
2390,Male,30,274.78333333333336,0,1,0,0,0,0,0,0,0,0,3
2391,Male,40,191.0,0,0,0,0,1,0,0,0,0,0,4
2392,Male,40,0,0,0,0,0,0,0,0,0,1,0,4
2393,Male,35,276.1333333333333,0,0,1,0,0,0,0,0,0,0,2
2394,Female,45,280.3,0,1,0,0,0,0,0,1,0,0,3
2395,Male,45,256.0,0,1,0,0,0,0,0,0,0,0,3
2396,Male,35,0,0,0,0,0,0,0,0,1,0,1,4
2397,Male,40,195.6,0,1,0,0,0,0,0,0,0,0,3
2398,Male,45,238.05,0,1,0,0,0,0,0,0,0,0,3
2399,Male,50,270.575,0,0,0,1,1,5,4,0,1,0,4
2400,Male,40,228.93333333333334,0,1,0,0,0,0,0,2,1,0,3
2401,Male,55,247.98333333333332,0,0,0,1,0,0,0,0,0,0,4
2402,Male,35,272.28333333333336,0,0,0,0,0,1,4,3,3,8,4
2403,Male,18,241.6,0,1,0,0,0,0,0,0,0,0,3
2404,Male,25,308.5833333333333,0,0,1,0,0,0,0,0,0,0,2
2405,Female,15,0,0,0,0,0,0,1,1,1,1,0,4
2406,Male,70,261.51666666666665,0,1,0,0,0,0,0,0,0,0,3
2407,Male,35,287.3,0,1,0,0,0,0,0,0,0,0,3
2408,Male,30,317.98333333333335,0,1,0,0,0,0,0,0,0,0,3
2409,Male,50,286.73333333333335,0,1,0,0,1,1,1,1,0,0,3
2410,Male,13,0,0,0,0,0,0,0,1,0,1,0,4
2411,Female,35,278.81666666666666,0,0,0,1,0,0,0,0,0,0,4
2412,Male,25,240.65,0,0,0,1,0,0,0,0,0,2,4
2413,Male,30,281.4,0,0,1,0,0,0,0,0,0,0,2
2414,Male,25,224.33333333333334,0,0,0,0,1,0,0,0,0,0,4
2415,Male,35,231.15833333333333,0,0,0,1,1,1,1,0,0,0,4
2416,Male,1,272.8,0,0,1,0,0,1,1,0,0,0,2
2417,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
2418,Male,30,231.58333333333334,0,1,0,0,0,0,0,0,0,0,3
2419,Male,,0,0,0,0,0,0,0,0,0,1,0,4
2420,Male,40,376.6166666666667,0,1,0,0,0,0,0,0,0,0,3
2421,Male,40,266.81666666666666,0,1,0,0,0,0,0,0,0,0,3
2422,Male,35,226.68333333333334,0,1,0,0,0,0,0,0,0,0,3
2423,Female,35,318.21666666666664,0,0,1,0,0,0,0,0,1,0,2
2424,Male,,0,0,0,0,0,0,0,0,0,2,0,4
2425,Female,35,0,0,0,0,0,0,0,0,0,1,0,4
2426,Male,55,0,0,0,0,0,0,0,0,0,1,0,4
2427,Male,30,281.8666666666667,0,0,0,0,1,1,0,1,2,1,4
2428,Male,30,262.43333333333334,0,0,1,1,0,0,2,4,4,2,2
2429,Male,55,0,0,0,0,0,0,0,0,0,1,0,4
2430,Male,30,174.58333333333334,0,1,0,0,0,0,0,0,0,0,3
2431,Female,45,325.6166666666667,0,0,1,0,0,0,0,0,0,0,2
2432,Male,30,262.55,0,1,0,0,0,0,0,0,0,0,3
2433,Female,25,322.5,0,0,0,1,0,1,0,0,0,0,4
2434,Male,35,416.8333333333333,0,1,0,0,0,0,0,0,0,0,3
2435,Male,40,355.31666666666666,0,0,1,0,0,2,5,9,0,1,2
2436,Male,35,301.06666666666666,0,0,1,0,0,0,0,2,1,0,2
2437,Female,18,304.76666666666665,0,0,1,0,0,0,1,0,0,0,2
2438,Male,50,297.44166666666666,0,1,0,1,0,0,0,0,0,0,3
2439,Male,30,238.11666666666667,0,0,0,0,1,0,0,0,0,0,4
2440,Female,30,235.36666666666667,0,0,1,1,0,1,3,1,1,1,2
2441,Female,45,282.05,0,0,0,0,1,0,0,0,0,0,4
2442,Male,40,291.96666666666664,0,0,0,1,0,4,0,0,0,0,4
2443,Male,30,0,0,0,0,1,0,0,0,0,0,0,4
2444,Male,40,0,0,0,0,0,0,0,0,0,2,0,4
2445,Male,30,326.55,0,0,0,1,0,1,0,1,1,0,4
2446,Male,45,189.36666666666667,0,0,0,0,1,1,3,2,0,0,4
2447,Male,30,224.46666666666667,0,0,0,1,0,0,0,0,0,0,4
2448,Male,50,297.18333333333334,0,0,1,0,0,0,0,0,0,0,2
2449,Male,40,229.39166666666665,0,1,0,0,1,0,0,0,0,0,3
2450,Male,30,235.03333333333333,0,1,0,0,0,0,0,0,0,0,3
2451,Male,25,249.18333333333334,0,1,0,0,0,0,0,0,0,0,3
2452,Female,40,283.78333333333336,0,1,0,0,0,1,1,0,1,1,3
2453,Male,35,241.13333333333333,0,0,1,0,0,0,0,0,0,0,2
2454,Male,35,242.21666666666667,0,0,1,0,0,0,0,0,0,0,2
2455,Male,30,248.76666666666668,0,0,1,0,0,1,2,1,1,2,2
2456,Male,25,269.2083333333333,0,0,1,1,0,2,2,1,2,0,2
2457,Male,50,388.8833333333333,0,0,1,0,0,1,0,0,0,0,2
2458,Female,45,322.51666666666665,0,1,0,0,0,0,0,0,0,0,3
2459,Male,25,208.61666666666667,0,1,0,0,0,0,0,0,0,1,3
2460,Male,50,221.01666666666668,0,1,0,0,0,0,0,0,0,0,3
2461,Female,35,241.75,0,0,0,0,1,0,0,0,0,0,4
2462,Male,35,292.6166666666667,0,1,0,0,0,0,0,0,0,0,3
2463,Female,18,367.81666666666666,0,0,1,0,0,0,0,0,0,0,2
2464,Male,18,354.6583333333333,0,0,1,1,0,0,0,0,0,0,2
2465,Male,18,234.01666666666668,0,0,0,0,1,0,0,0,0,0,4
2466,Female,50,272.7,0,0,1,1,0,4,3,2,0,0,2
2467,Male,25,278.18333333333334,0,0,0,1,0,0,0,0,0,0,4
2468,Male,30,235.65,0,0,0,1,0,0,0,0,0,0,4
2469,Male,30,286.3,0,1,0,0,0,0,0,0,0,0,3
2470,Female,30,282.96666666666664,0,0,0,1,0,1,0,0,0,0,4
2471,Male,30,396.3666666666667,0,0,1,0,0,0,0,0,0,0,2
2472,Male,60,312.81666666666666,0,0,1,0,0,0,0,0,0,0,2
2473,Male,25,341.3833333333333,0,1,0,0,0,0,0,0,0,1,3
2474,Male,40,272.56666666666666,1,1,0,0,0,0,0,0,0,0,3
2475,Female,30,282.5833333333333,0,0,0,0,1,0,0,1,0,0,4
2476,Male,15,239.63333333333333,0,0,0,1,0,1,0,1,0,0,4
2477,Male,18,270.26666666666665,0,0,0,0,1,0,0,0,0,0,4
2478,Male,55,228.21666666666667,0,0,0,1,0,0,0,0,0,0,4
2479,Male,35,286.95,0,1,0,0,0,0,0,0,0,1,3
2480,Female,55,330.3833333333333,0,1,0,0,0,0,0,0,0,0,3
2481,Female,45,0,0,0,0,0,0,0,0,0,1,0,4
2482,Male,30,255.33333333333331,1,1,0,1,0,1,2,1,0,0,3
2483,Male,25,221.81666666666666,0,1,0,0,0,0,0,0,1,0,3
2484,Male,35,358.1333333333333,0,1,0,0,0,0,0,0,0,0,3
2485,Male,40,319.65,0,1,0,0,0,0,0,0,0,0,3
2486,Female,25,266.01666666666665,0,0,0,0,1,0,0,0,0,0,4
2487,Male,60,392.5,0,1,0,0,0,0,0,0,1,0,3
2488,Male,18,223.26666666666668,0,0,0,1,0,0,0,1,0,0,4
2489,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
2490,Male,45,255.95,0,0,0,0,1,0,0,0,0,0,4
2491,Male,20,209.13333333333333,0,0,0,0,1,0,0,0,0,0,4
2492,Female,35,264.7,0,1,0,0,0,0,0,0,0,0,3
2493,Male,35,206.96666666666667,0,1,0,0,0,0,0,0,0,0,3
2494,Male,18,212.61666666666667,0,0,1,0,0,0,0,0,0,0,2
2495,Female,25,255.23333333333332,0,0,1,0,0,0,1,1,2,1,2
2496,Male,35,322.55,0,0,1,0,0,0,0,0,0,0,2
2497,Male,35,313.7,0,0,1,0,0,0,0,0,1,0,2
2498,Male,45,235.01666666666668,0,1,0,0,0,1,1,0,0,0,3
2499,Male,35,0,0,1,0,0,0,0,0,0,0,0,3
2500,Male,45,223.00625000000002,0,1,1,0,1,0,0,0,0,0,1
2501,Male,40,269.53333333333336,0,0,0,0,1,2,3,3,1,0,4
2502,Female,45,260.56666666666666,0,0,0,0,1,0,1,0,0,0,4
2503,Male,25,242.9,0,1,0,0,0,0,0,0,0,0,3
2504,Female,40,305.25,0,0,2,0,0,0,0,0,0,0,2
2505,Female,40,232.7,0,0,0,0,1,0,0,0,0,0,4
2506,Male,30,191.93333333333334,0,0,1,0,0,11,5,2,9,2,2
2507,Male,50,219.06666666666666,0,0,0,1,0,1,1,1,0,0,4
2508,Male,55,261.16979166666664,0,1,2,2,0,0,2,0,0,0,1
2509,Female,30,415.5,0,0,1,0,0,0,0,1,0,0,2
2510,Male,35,0,0,0,1,0,0,0,0,0,0,0,2
2511,Female,31,219.1,0,1,0,0,0,2,1,0,0,0,3
2512,Male,25,302.6,0,0,0,1,0,1,0,0,0,0,4
2513,Female,18,356.01666666666665,0,1,0,0,0,0,0,0,0,0,3
2514,Male,35,0,0,0,0,0,0,0,0,0,1,0,4
2515,Male,35,217.75,0,0,0,1,0,0,0,0,0,0,4
2516,Female,30,245.44166666666666,0,0,0,1,1,5,4,7,5,4,4
2517,Male,25,267.56666666666666,0,0,0,1,0,0,1,0,0,0,4
2518,Male,30,264.01666666666665,0,0,0,0,1,3,1,0,1,0,4
2519,Female,35,280.85,0,0,0,0,1,1,0,0,0,0,4
2520,Male,25,346.43333333333334,0,0,1,0,0,0,0,0,0,0,2
2521,Male,30,188.63333333333333,0,1,1,1,0,1,0,1,2,0,1
2522,Male,30,342.9166666666667,0,1,0,0,0,0,0,0,0,0,3
2523,Male,30,208.35,0,1,0,0,0,0,0,0,0,0,3
2524,Male,60,422.01666666666665,0,1,0,0,0,0,0,0,0,0,3
2525,Male,25,0,0,0,0,0,0,0,0,0,1,0,4
2526,Male,18,392.55,0,0,0,1,0,0,0,0,0,0,4
2527,Male,30,226.19166666666666,0,1,1,1,1,1,0,0,0,0,1
2528,Female,18,273.98333333333335,0,1,0,0,0,0,0,1,1,0,3
2529,Male,30,265.48333333333335,0,0,0,0,1,0,0,0,1,0,4
2530,Male,40,217.88333333333333,0,0,0,0,1,1,2,1,2,1,4
2531,Female,30,188.01666666666668,0,1,0,0,0,0,0,0,0,0,3
2532,Male,30,239.93333333333334,0,1,0,0,0,0,0,0,0,0,3
2533,Male,30,231.4,0,0,0,1,0,0,0,0,0,0,4
2534,Male,40,404.51666666666665,0,1,0,0,0,0,0,0,0,0,3
2535,Male,45,0,0,0,0,0,0,0,0,0,1,0,4
2536,Male,45,262.8833333333333,0,0,1,0,0,0,0,0,0,0,2
2537,Male,40,194.8,0,0,0,1,0,1,0,0,0,0,4
2538,Male,45,286.15,0,0,0,1,0,0,0,0,0,0,4
2539,Female,40,209.36666666666667,0,0,0,1,1,0,0,0,0,0,4
2540,Male,25,224.23333333333332,0,0,0,1,0,0,0,0,0,0,4
2541,Male,45,377.68333333333334,0,0,1,0,0,0,0,0,0,0,2
2542,Male,35,259.8333333333333,0,0,1,0,0,0,0,0,0,0,2
2543,Male,60,351.5,0,0,0,1,0,0,0,0,0,0,4
2544,Male,30,242.93333333333334,0,1,0,0,0,0,0,0,2,0,3
2545,Female,20,241.1,0,0,0,0,1,1,1,3,1,1,4
2546,Male,35,0,0,0,0,0,0,0,0,0,1,0,4
2547,Male,40,290.0,0,0,1,0,0,0,0,0,0,0,2
2548,Female,25,251.56666666666666,0,1,0,1,0,0,0,1,1,2,3
2549,Female,35,327.3833333333333,0,0,1,0,0,1,1,4,0,1,2
2550,Female,30,279.23333333333335,0,0,1,0,0,1,5,3,0,0,2
2551,Male,30,345.2,0,0,1,0,0,0,0,0,0,0,2
2552,Male,40,206.35,0,1,0,0,0,0,0,0,0,0,3
2553,Female,30,319.78333333333336,0,1,0,0,0,0,0,0,0,0,3
2554,Male,25,247.96666666666664,0,0,1,1,0,1,0,0,0,0,2
2555,Male,30,204.33333333333334,0,1,0,0,0,0,0,0,0,0,3
2556,Female,60,334.8666666666667,0,0,1,0,0,0,0,0,0,0,2
2557,Male,25,406.45,0,1,0,0,0,0,0,0,0,0,3
2558,Male,40,252.68333333333334,0,0,0,0,1,1,1,1,0,0,4
2559,Male,55,0,0,0,0,0,0,0,0,0,1,0,4
2560,Male,35,273.5,0,1,0,0,0,0,1,1,0,0,3
2561,Male,40,275.3666666666667,0,0,1,0,0,0,1,1,0,0,2
2562,Male,40,284.65,0,1,0,0,0,0,0,0,0,0,3
2563,Female,30,291.78333333333336,0,0,1,0,0,0,2,1,0,0,2
2564,Male,25,316.1666666666667,0,0,0,1,0,0,0,1,1,0,4
2565,Female,40,0,0,0,0,0,0,0,0,0,1,0,4
2566,Male,30,275.0,0,0,1,0,0,0,0,0,0,0,2
