id,gender,marathonTimeAged,age,timeSqr,marathonTime,,marNum2016,marNum2015,marNum2014,marNum2013,marNum2012,otherNum2012,otherNum2013,otherNum2014,otherNum2015,otherNum2016,continue2014
1673,Male,55.4125,25,4.91287225,2.2165,221.65,0,0,0,1,0,1,1,0,0,0,4
1674,Male,48.14666666,20,5.795253776,2.407333333,240.7333333,0,0,1,0,1,1,2,0,1,3,2
1675,Female,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,4
1676,Female,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1677,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,2,1,4
1678,Female,41.8545,18,5.406787563,2.32525,232.525,0,0,0,1,1,0,1,0,0,0,4
1679,Female,0,40,0,0,0,0,0,0,0,0,0,0,0,1,1,4
1680,Male,85.185,45,3.583449,1.893,189.3,0,1,0,0,1,0,3,1,0,0,3
1681,Male,0,30,0,0,0,0,1,0,0,0,0,0,0,1,0,3
1682,Female,47.103,14,11.31986025,3.3645,336.45,0,1,0,0,0,0,0,0,0,0,3
1683,Female,72.14000001,30,5.782421779,2.404666667,240.4666667,0,0,0,0,1,0,0,0,0,0,4
1684,Male,179.6208333,55,10.66566736,3.265833333,326.5833333,0,1,0,0,0,0,0,0,0,0,3
1685,Male,140.7208334,50,7.920941175,2.814416667,281.4416667,0,0,0,1,1,0,0,0,0,0,4
1686,Male,68.328,18,14.409616,3.796,379.6,0,0,1,0,0,0,0,0,0,0,2
1687,Male,60.6025,35,2.99809225,1.7315,173.15,0,1,0,0,0,0,0,0,0,0,3
1688,Male,210.3108333,55,14.62170136,3.823833333,382.3833333,0,1,0,0,0,0,0,0,0,0,3
1689,Female,71.91500001,30,5.746408029,2.397166667,239.7166667,0,0,0,1,0,2,1,1,2,1,4
1690,Male,62.78000001,30,4.379253779,2.092666667,209.2666667,0,0,0,1,0,2,1,0,0,1,4
1691,Male,74.96000001,30,6.243335113,2.498666667,249.8666667,1,0,0,1,0,1,2,0,0,0,4
1692,Female,169.2466667,40,17.90277136,4.231166667,423.1166667,0,1,0,0,0,0,0,0,0,0,3
1693,Female,102.36,40,6.548481,2.559,255.9,0,0,0,1,0,1,0,1,0,2,4
1694,Male,85.64499999,30,8.150073359,2.854833333,285.4833333,0,0,0,0,1,0,0,0,0,0,4
1695,Male,121.8133333,40,9.274055109,3.045333333,304.5333333,0,0,1,0,0,0,0,1,0,0,2
1696,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1697,Female,85.5925,35,5.98047025,2.4455,244.55,0,1,0,0,0,0,0,0,0,0,3
1698,Female,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1699,Male,74.0075,35,4.47111025,2.1145,211.45,0,0,0,0,1,1,1,0,0,0,4
1700,Male,36.78600001,18,4.176573446,2.043666667,204.3666667,0,1,0,0,0,0,0,0,0,0,3
1701,Male,93.43833335,35,7.127120113,2.669666667,266.9666667,0,0,0,0,1,0,0,0,0,0,4
1702,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1703,Female,34.60800001,18,3.696647112,1.922666667,192.2666667,0,0,0,1,0,0,0,0,0,0,4
1704,Female,140.1733333,40,12.28035211,3.504333333,350.4333333,0,1,0,0,0,1,0,0,0,0,3
1705,Male,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1706,Male,101.6533333,40,6.458375109,2.541333333,254.1333333,0,0,0,0,1,0,0,0,0,0,4
1707,Female,94.68750002,45,4.427517363,2.104166667,210.4166667,0,0,0,1,0,0,0,0,0,0,4
1708,Female,0,30,0,0,0,0,0,0,0,0,0,0,1,1,0,4
1709,Male,128.525,50,6.60747025,2.5705,257.05,0,0,1,0,0,0,0,0,0,0,2
1710,Male,87.14,40,4.74586225,2.1785,217.85,0,0,1,0,0,0,0,0,0,0,2
1711,Female,0,30,0,0,0,0,0,0,0,1,4,5,6,3,3,4
1712,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1713,Male,97.61750001,30,10.58797368,3.253916667,325.3916667,0,0,0,1,1,6,2,0,0,0,4
1714,Male,77.70000002,45,2.981377779,1.726666667,172.6666667,0,0,0,0,1,0,0,0,0,0,4
1715,Male,67.95833333,25,7.389336109,2.718333333,271.8333333,0,0,0,0,1,0,0,0,0,0,4
1716,Male,159.7658333,55,8.438056693,2.904833333,290.4833333,0,0,0,1,0,0,0,0,0,0,4
1717,Female,91.37333335,35,6.815580446,2.610666667,261.0666667,0,1,0,0,0,0,0,0,0,1,3
1718,Male,106.3425,45,5.584556696,2.363166667,236.3166667,0,0,1,0,0,0,0,0,0,0,2
1719,Male,40.32083333,25,2.60123136,1.612833333,161.2833333,0,1,0,0,0,0,0,0,0,5,3
1720,Male,60.07083333,25,5.773608026,2.402833333,240.2833333,0,0,0,1,0,0,0,0,0,0,4
1721,Female,73.43333333,25,8.627927109,2.937333333,293.7333333,0,0,1,0,0,0,0,0,0,0,2
1722,Female,95.46500001,30,10.1261847,3.182166667,318.2166667,0,0,1,0,0,0,0,0,0,0,2
1723,Male,114.78,30,14.638276,3.826,382.6,0,1,0,0,0,0,0,0,0,0,3
1724,Male,147.9866667,40,13.68753345,3.699666667,369.9666667,0,0,1,0,0,0,0,0,0,0,2
1725,Female,38.655,18,4.61175625,2.1475,214.75,0,0,0,1,0,0,0,0,0,0,4
1726,Female,96.6,40,5.832225,2.415,241.5,0,0,0,1,0,0,0,1,0,2,4
1727,Female,146.05,50,8.532241,2.921,292.1,0,0,1,0,0,0,1,0,2,0,2
1728,Male,53.2,25,4.528384,2.128,212.8,0,0,0,0,1,0,0,0,0,0,4
1729,Male,54.84166668,25,4.812173446,2.193666667,219.3666667,0,1,0,0,0,0,0,0,0,0,3
1730,Male,67.67499999,30,5.088784026,2.255833333,225.5833333,0,0,1,0,0,0,0,0,0,0,2
1731,Male,82.14,30,7.496644,2.738,273.8,0,0,0,1,0,1,0,0,1,0,4
1732,Male,185.3475,65,8.13105225,2.8515,285.15,0,0,0,1,0,1,0,0,1,1,4
1733,Male,0,60,0,0,0,0,0,0,0,0,3,1,1,0,0,4
1734,Female,57.90416668,25,5.364628029,2.316166667,231.6166667,0,0,0,1,0,0,0,0,0,0,4
1735,Female,59.39699999,18,10.88890003,3.299833333,329.9833333,0,0,1,0,0,0,1,0,0,0,2
1736,Male,0,30,0,0,0,0,0,0,1,0,1,1,1,0,0,4
1737,Male,45.45599999,18,6.377308443,2.525333333,252.5333333,0,0,1,0,1,0,1,0,0,0,2
1738,Male,110.1533333,40,7.583598026,2.753833333,275.3833333,0,0,0,0,1,0,1,1,0,0,4
1739,Female,45.34500001,18,6.346200696,2.519166667,251.9166667,0,0,0,0,1,0,1,0,0,0,4
1740,Male,139.4666667,40,12.15684445,3.486666667,348.6666667,0,0,1,0,0,0,1,0,0,0,2
1741,Male,78.84500001,30,6.90726003,2.628166667,262.8166667,0,0,0,1,0,0,0,0,0,0,4
1742,Female,135.7066667,40,11.51018711,3.392666667,339.2666667,0,0,1,0,0,2,1,0,0,0,2
1743,Male,52.16700001,18,8.39937003,2.898166667,289.8166667,0,0,1,0,0,0,0,0,0,0,2
1744,Male,65.97999999,30,4.83706711,2.199333333,219.9333333,0,1,0,0,0,0,0,0,0,0,3
1745,Male,110.7916667,50,4.90991736,2.215833333,221.5833333,0,0,1,0,0,0,0,0,0,0,2
1746,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1747,Male,130.6916667,50,6.832124693,2.613833333,261.3833333,0,1,0,0,0,0,0,0,0,0,3
1748,Male,57.8925,30,3.723935063,1.92975,192.975,1,0,0,1,0,1,2,1,0,0,4
1749,Female,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1750,Female,60.1375,25,5.78643025,2.4055,240.55,0,0,0,0,1,0,0,1,1,1,4
1751,Male,81.13,35,5.373124,2.318,231.8,0,1,0,0,0,0,0,0,0,0,3
1752,Male,81.78333335,35,5.460011113,2.336666667,233.6666667,0,1,0,0,0,0,0,0,0,0,3
1753,Male,61.83999999,30,4.24909511,2.061333333,206.1333333,0,0,0,0,1,4,2,1,0,0,4
1754,Female,67.30666668,40,2.831367112,1.682666667,168.2666667,0,0,0,0,1,0,0,0,0,0,4
1755,Female,101.6595,41,6.14792025,2.4795,247.95,0,1,0,0,0,0,0,0,0,0,3
1756,Female,0,0,14.06875069,3.750833333,375.0833333,0,1,0,0,0,0,0,0,1,0,3
1757,Male,148.1333333,40,13.71467778,3.703333333,370.3333333,0,0,1,0,0,0,0,0,0,0,2
1758,Female,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1759,Male,99.64,40,6.205081,2.491,249.1,0,1,0,0,0,0,0,0,0,0,3
1760,Female,141.3866667,55,6.608327113,2.570666667,257.0666667,0,1,0,0,0,0,0,0,0,0,3
1761,Female,89.66416666,35,6.562990026,2.561833333,256.1833333,0,0,0,0,1,4,2,2,0,1,4
1762,Male,159.5,50,10.1761,3.19,319,0,1,0,0,0,0,0,0,1,0,3
1763,Male,0,18,0,0,0,0,0,0,0,0,0,1,2,0,0,4
1764,Male,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1765,Female,109.65,30,13.359025,3.655,365.5,0,1,0,0,0,0,0,0,0,0,3
1766,Female,79.73499999,30,7.064078026,2.657833333,265.7833333,0,0,0,0,1,0,0,0,0,0,4
1767,Male,78.17499999,30,6.790367359,2.605833333,260.5833333,0,0,1,0,0,0,0,0,0,0,2
1768,Male,102.9666667,40,6.626334029,2.574166667,257.4166667,0,0,0,1,0,0,0,1,0,0,4
1769,Male,72.93,30,5.909761,2.431,243.1,0,0,1,0,0,1,2,0,0,0,2
1770,Male,47.36666668,25,3.589761779,1.894666667,189.4666667,0,1,0,0,0,0,0,0,0,0,3
1771,Male,43.79099999,18,5.918678026,2.432833333,243.2833333,0,1,0,0,0,0,0,0,0,0,3
1772,Male,104.775,45,5.42113611,2.328333333,232.8333333,0,1,0,0,0,0,0,0,0,0,3
1773,Male,54.95416668,25,4.831936696,2.198166667,219.8166667,0,0,0,0,1,0,0,0,1,0,4
1774,Male,50.80666666,20,6.453293443,2.540333333,254.0333333,0,0,1,0,0,0,1,2,1,4,2
1775,Male,101.9475,45,5.13249025,2.2655,226.55,0,1,0,0,0,0,0,0,0,0,3
1776,Female,65.39166668,25,6.841712113,2.615666667,261.5666667,0,0,0,1,1,1,1,0,0,0,4
1777,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1778,Male,87.12,45,3.748096,1.936,193.6,0,0,0,0,1,0,1,0,0,0,4
1779,Male,93.87,45,4.351396,2.086,208.6,0,1,0,0,0,0,0,0,0,0,3
1780,Male,63.21,30,4.439449,2.107,210.7,0,0,1,0,0,1,1,1,1,1,2
1781,Male,102.5733333,40,6.575805443,2.564333333,256.4333333,0,0,1,0,0,0,0,0,0,0,2
1782,Female,82.69749999,30,7.598751672,2.756583333,275.6583333,0,0,0,1,1,1,2,0,0,0,4
1783,Female,70.65833333,25,7.988160109,2.826333333,282.6333333,0,0,0,0,1,1,2,1,0,0,4
1784,Male,88.46833335,35,6.389098779,2.527666667,252.7666667,0,0,0,0,1,0,0,0,0,0,4
1785,Male,92.08,40,5.299204,2.302,230.2,0,0,1,1,0,0,1,1,0,0,2
1786,Male,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1787,Male,106.15,30,12.51980278,3.538333333,353.8333333,0,0,0,1,0,0,1,0,0,0,4
1788,Male,69.90999999,30,5.430453443,2.330333333,233.0333333,0,0,0,0,1,0,0,0,0,0,4
1789,Male,57.45299999,18,10.18780003,3.191833333,319.1833333,0,0,1,0,0,0,0,0,0,0,2
1790,Male,148.1608333,55,7.256738026,2.693833333,269.3833333,0,0,1,0,0,0,0,0,0,0,2
1791,Male,75.03999999,30,6.256668443,2.501333333,250.1333333,0,0,0,0,1,3,0,0,2,0,4
1792,Male,157.2083334,50,9.88578403,3.144166667,314.4166667,0,0,1,0,0,0,0,2,5,2,2
1793,Male,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1794,Male,152.175,50,9.26289225,3.0435,304.35,0,1,0,0,0,0,0,0,0,0,3
1795,Female,47.39700001,18,6.933566696,2.633166667,263.3166667,0,1,0,0,0,0,0,0,0,0,3
1796,Male,77.25833333,25,9.550160109,3.090333333,309.0333333,0,1,0,0,0,0,0,0,0,0,3
1797,Male,72.66666668,40,3.300277779,1.816666667,181.6666667,0,0,1,0,0,0,0,0,0,0,2
1798,Male,126.0666667,40,9.93300278,3.151666667,315.1666667,0,1,0,0,0,0,0,0,1,1,3
1799,Female,124.7333334,50,6.223361779,2.494666667,249.4666667,0,0,0,0,1,0,0,0,0,0,4
1800,Male,56.11666668,25,5.038528446,2.244666667,224.4666667,0,0,0,0,1,0,0,0,0,0,4
1801,Male,74.88500001,30,6.230848029,2.496166667,249.6166667,0,0,1,0,0,0,1,0,0,0,2
1802,Male,0,30,0,0,0,0,0,0,0,0,0,1,1,0,0,4
1803,Male,58.0875,25,5.39865225,2.3235,232.35,0,1,0,0,0,0,0,0,0,0,3
1804,Female,98.76,40,6.095961,2.469,246.9,0,1,0,0,0,0,0,0,0,0,3
1805,Male,205.7333334,50,16.93048178,4.114666667,411.4666667,0,1,0,0,0,0,0,0,0,0,3
1806,Male,98.04166665,50,3.84486736,1.960833333,196.0833333,0,1,0,0,0,0,0,0,1,0,3
1807,Male,129.705,45,8.307845443,2.882333333,288.2333333,0,0,1,0,0,1,1,0,2,0,2
1808,Female,85.89583335,35,6.022934029,2.454166667,245.4166667,0,1,0,0,0,0,0,0,0,0,3
1809,Female,112.3275,45,6.230848029,2.496166667,249.6166667,0,1,0,0,0,0,0,0,0,0,3
1810,Male,106.4533333,40,7.082695109,2.661333333,266.1333333,0,1,0,0,0,1,1,1,0,0,3
1811,Male,98.25,30,10.725625,3.275,327.5,0,0,1,0,0,0,0,0,0,1,2
1812,Female,44.64300001,18,6.151226696,2.480166667,248.0166667,0,0,0,1,0,0,0,0,0,0,4
1813,Male,116.2725,45,6.676194693,2.583833333,258.3833333,0,1,0,0,0,0,0,0,0,0,3
1814,Female,114.485,35,10.699441,3.271,327.1,0,1,0,0,0,0,0,0,0,0,3
1815,Male,89.28666668,40,4.982568029,2.232166667,223.2166667,0,1,0,0,0,0,0,0,1,0,3
1816,Male,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,3
1817,Male,107.6475,45,5.722461363,2.392166667,239.2166667,0,1,0,0,0,0,0,0,0,0,3
1818,Female,91.90416666,35,6.895000693,2.625833333,262.5833333,0,1,0,0,0,1,0,0,0,0,3
1819,Female,118.0166667,50,5.571173443,2.360333333,236.0333333,0,0,0,0,1,2,0,0,1,0,4
1820,Male,81.21166666,35,5.383946776,2.320333333,232.0333333,0,1,0,0,0,0,0,0,0,0,3
1821,Male,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1822,Female,111.8133333,40,7.813888443,2.795333333,279.5333333,0,0,1,0,0,2,2,1,2,1,2
1823,Female,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1824,Female,86.04,40,4.626801,2.151,215.1,0,0,0,0,1,0,1,0,0,0,4
1825,Male,104.3641667,35,8.891330026,2.981833333,298.1833333,0,0,1,0,0,0,0,0,0,0,2
1826,Female,131.5708333,35,14.13133403,3.759166667,375.9166667,0,1,0,0,0,0,0,0,0,0,3
1827,Male,217.5008334,65,11.19683136,3.346166667,334.6166667,0,1,0,0,0,0,0,0,0,0,3
1828,Male,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,4
1829,Male,60.4875,25,5.85398025,2.4195,241.95,0,0,1,0,0,0,0,0,0,0,2
1830,Male,185.225,50,13.72332025,3.7045,370.45,0,0,1,0,0,0,0,0,0,0,2
1831,Male,42.53099999,18,5.58298136,2.362833333,236.2833333,0,0,0,0,1,0,0,0,0,0,4
1832,Male,0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,4
1833,Female,77.58,30,6.687396,2.586,258.6,0,0,1,0,0,0,0,0,0,0,2
1834,Male,105.48,40,6.953769,2.637,263.7,0,0,0,0,1,1,0,0,0,0,4
1835,Male,231.33,60,14.86488025,3.8555,385.55,0,1,0,0,0,0,1,0,0,0,3
1836,Female,77.79583333,25,9.683506692,3.111833333,311.1833333,0,0,1,0,0,0,0,0,0,0,2
1837,Male,0,51,0,0,0,0,0,0,0,0,3,3,0,0,0,4
1838,Male,74.585,35,4.541161,2.131,213.1,0,0,0,1,0,0,3,0,0,0,4
1839,Female,80.12666666,35,5.24104711,2.289333333,228.9333333,0,1,0,0,0,0,0,0,0,0,3
1840,Male,171.88,60,8.206315113,2.864666667,286.4666667,0,1,0,0,0,0,0,0,0,0,3
1841,Male,74.35166666,35,4.51279211,2.124333333,212.4333333,0,1,0,0,0,0,0,0,0,2,3
1842,Male,121.4175,45,7.280103363,2.698166667,269.8166667,0,0,0,1,0,1,0,0,1,0,4
1843,Male,121.1416667,50,5.870121359,2.422833333,242.2833333,0,1,0,0,0,2,1,1,1,0,3
1844,Female,0,18,0,0,0,0,0,0,0,0,1,1,1,0,0,4
1845,Male,0,50,0,0,0,0,0,0,1,0,0,1,0,0,0,4
1846,Male,155.6030599,65,5.730724792,2.393893229,239.3893229,0,0,1,0,0,0,1,2,3,1,2
1847,Female,0,50,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1848,Female,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1849,Male,56.75000001,30,3.578402779,1.891666667,189.1666667,0,1,0,0,0,0,0,0,1,0,3
1850,Female,106.02,30,12.489156,3.534,353.4,0,0,1,0,0,1,1,0,0,1,2
1851,Male,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1852,Female,74.93000001,30,6.238338779,2.497666667,249.7666667,0,0,0,0,1,1,1,0,0,0,4
1853,Female,0,35,0,0,0,0,1,0,0,0,1,1,0,0,0,3
1854,Male,40.45800001,18,5.052005446,2.247666667,224.7666667,0,0,0,0,1,0,0,0,0,0,4
1855,Male,98.15166666,35,7.864285443,2.804333333,280.4333333,0,0,1,0,0,0,0,0,0,0,2
1856,Male,128.1083334,50,6.564698029,2.562166667,256.2166667,0,0,0,0,1,1,1,0,0,0,4
1857,Male,0,30,0,0,0,0,0,0,0,0,3,2,0,1,0,4
1858,Male,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1859,Female,81.12999999,30,7.313418776,2.704333333,270.4333333,0,0,0,0,1,0,0,0,0,0,4
1860,Male,93.20666668,40,5.429676696,2.330166667,233.0166667,0,1,0,0,0,0,0,0,0,0,3
1861,Female,64.36,20,10.355524,3.218,321.8,0,0,1,0,0,0,1,1,1,1,2
1862,Male,101.5275,45,5.090288029,2.256166667,225.6166667,0,0,0,1,0,1,0,0,0,0,4
1863,Female,64.30833333,25,6.616898776,2.572333333,257.2333333,0,0,0,0,1,0,0,0,0,0,4
1864,Female,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1865,Female,76.16666668,25,9.28217778,3.046666667,304.6666667,0,1,0,0,0,0,0,0,0,0,3
1866,Male,155.535,45,11.94624011,3.456333333,345.6333333,0,1,0,0,0,0,0,0,0,0,3
1867,Male,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1868,Male,79.45583335,35,5.153656696,2.270166667,227.0166667,0,0,0,1,1,1,1,1,0,0,4
1869,Female,92.02666668,40,5.293067113,2.300666667,230.0666667,0,0,0,1,0,0,1,0,0,1,4
1870,Male,110.18,40,7.58727025,2.7545,275.45,0,0,0,1,0,1,1,1,4,2,4
1871,Male,106.9366667,35,9.335061776,3.055333333,305.5333333,0,0,1,0,0,0,0,0,0,0,2
1872,Male,90.06,30,9.012004,3.002,300.2,0,0,0,1,0,0,0,0,0,0,4
1873,Male,64.94000001,30,4.685781779,2.164666667,216.4666667,0,1,0,0,0,0,0,0,1,0,3
1874,Female,54.89833334,20,7.534567509,2.744916667,274.4916667,0,1,1,0,0,0,0,0,0,0,1
1875,Male,99.79166665,50,3.983350693,1.995833333,199.5833333,0,0,0,1,0,1,1,1,0,0,4
1876,Male,227.83,60,14.4184747,3.797166667,379.7166667,0,1,0,0,0,0,1,1,0,0,3
1877,Male,152.25,45,11.44694444,3.383333333,338.3333333,0,1,0,0,0,0,0,0,0,0,3
1878,Male,131.76,40,10.850436,3.294,329.4,0,0,1,0,0,0,0,1,0,0,2
1879,Male,98.31,40,6.040535063,2.45775,245.775,0,0,1,1,0,1,1,1,0,0,2
1880,Female,144.4625,50,8.347765563,2.88925,288.925,0,0,0,1,1,0,1,0,0,0,4
1881,Male,112.35,45,6.233344446,2.496666667,249.6666667,0,0,1,0,0,0,0,0,0,0,2
1882,Male,96.59333332,40,5.831420026,2.414833333,241.4833333,0,0,0,0,2,4,1,1,1,1,4
1883,Male,183.915,45,16.703569,4.087,408.7,0,0,1,0,0,0,0,0,0,0,2
1884,Male,131.2725,45,8.509861363,2.917166667,291.7166667,0,0,1,0,0,2,1,1,2,0,2
1885,Male,121.7466667,40,9.26390678,3.043666667,304.3666667,0,0,0,1,0,0,1,0,0,0,4
1886,Male,67.482,18,14.055001,3.749,374.9,0,0,1,0,0,0,0,0,0,0,2
1887,Male,155.8,50,9.709456,3.116,311.6,0,0,1,0,0,0,0,1,0,1,2
1888,Male,117.9675,45,6.87226225,2.6215,262.15,0,1,0,0,0,0,0,0,0,0,3
1889,Male,51.62666666,20,6.663281776,2.581333333,258.1333333,0,0,1,0,0,0,0,1,2,0,2
1890,Female,81.05499999,30,7.299903359,2.701833333,270.1833333,0,0,0,1,0,1,1,0,0,0,4
1891,Male,178.76,60,8.876427109,2.979333333,297.9333333,0,0,1,0,0,0,0,0,0,0,2
1892,Male,66.23333333,25,7.018967109,2.649333333,264.9333333,0,0,1,0,0,0,0,0,0,0,2
1893,Female,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1894,Male,59.74166668,25,5.710506779,2.389666667,238.9666667,0,0,1,0,0,0,0,0,0,0,2
1895,Male,67.47999999,30,5.059500443,2.249333333,224.9333333,0,0,0,0,1,0,0,0,0,0,4
1896,Male,80.72333332,40,4.072660339,2.018083333,201.8083333,0,0,0,1,1,1,0,1,0,0,4
1897,Female,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1898,Female,58.19791668,25,5.419196008,2.327916667,232.7916667,0,0,0,1,1,0,0,0,0,0,4
1899,Female,113.805,30,14.39064225,3.7935,379.35,0,0,1,0,0,0,0,0,0,0,2
1900,Male,72.21500001,30,5.794451363,2.407166667,240.7166667,0,0,0,1,0,0,0,0,0,0,4
1901,Male,107.28,40,7.193124,2.682,268.2,0,0,1,0,0,1,0,1,0,0,2
1902,Male,116.025,50,5.38472025,2.3205,232.05,0,0,0,1,0,0,0,0,0,0,4
1903,Female,67.22499999,30,5.021334026,2.240833333,224.0833333,0,1,0,0,0,0,0,0,1,0,3
1904,Female,111.5625,35,10.16015625,3.1875,318.75,0,0,0,1,0,0,0,0,0,0,4
1905,Male,101.185,30,11.37600469,3.372833333,337.2833333,0,1,0,0,0,0,0,0,0,0,3
1906,Male,96.69333332,40,5.843500443,2.417333333,241.7333333,0,0,0,1,0,0,1,0,0,0,4
1907,Male,95.58187502,45,4.511553003,2.124041667,212.4041667,0,0,0,0,1,1,0,0,0,0,4
1908,Female,108.9266667,40,7.415636696,2.723166667,272.3166667,0,0,0,1,0,0,0,0,0,0,4
1909,Male,122.6541667,50,6.017617839,2.453083333,245.3083333,0,1,0,0,0,0,0,0,0,0,3
1910,Female,67.725,30,5.09630625,2.2575,225.75,0,1,0,0,0,0,0,0,0,0,3
1911,Female,104.2866667,40,6.79731803,2.607166667,260.7166667,0,0,1,0,0,0,0,0,0,0,2
1912,Male,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1913,Female,118.83,45,6.973120446,2.640666667,264.0666667,0,0,1,0,0,2,2,4,2,0,2
1914,Female,104.94,30,12.236004,3.498,349.8,0,1,0,0,0,0,0,0,0,0,3
1915,Male,52.94499999,30,3.114636693,1.764833333,176.4833333,0,0,1,0,0,1,0,0,0,0,2
1916,Female,115.125,45,6.545069443,2.558333333,255.8333333,0,0,0,1,0,1,1,0,1,0,4
1917,Male,138.705,45,9.500778776,3.082333333,308.2333333,0,1,0,0,0,0,0,0,0,0,3
1918,Male,60.83733333,16,14.45773878,3.802333333,380.2333333,0,0,0,1,0,0,3,0,0,0,4
1919,Male,189.95,60,10.02250069,3.165833333,316.5833333,0,1,0,0,0,0,0,0,0,0,3
1920,Female,43.73,20,4.78078225,2.1865,218.65,0,0,0,1,0,4,2,3,2,0,4
1921,Male,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1922,Female,103.92,30,11.999296,3.464,346.4,0,0,1,0,0,0,0,0,0,0,2
1923,Male,145.3466667,40,13.20353345,3.633666667,363.3666667,0,0,0,1,0,1,0,1,1,0,4
1924,Female,130.4333333,40,10.63303403,3.260833333,326.0833333,0,0,1,0,0,0,1,0,0,0,2
1925,Male,108.76,40,7.392961,2.719,271.9,0,0,0,1,0,0,0,0,0,0,4
1926,Female,63.675,25,6.487209,2.547,254.7,0,0,1,0,0,0,0,0,0,0,2
1927,Male,62.78333333,25,6.306795109,2.511333333,251.1333333,0,0,0,1,0,0,1,3,3,1,4
1928,Male,51.45833333,25,4.23673611,2.058333333,205.8333333,0,0,0,1,0,0,4,3,0,0,4
1929,Male,100.74,45,5.011628446,2.238666667,223.8666667,0,0,0,1,0,0,0,0,0,0,4
1930,Male,77.36604166,35,4.886126042,2.210458333,221.0458333,0,0,1,0,0,0,0,1,1,2,2
1931,Male,86.715,30,8.35499025,2.8905,289.05,0,0,1,0,0,0,0,0,0,0,2
1932,Male,138.7466667,40,12.03164845,3.468666667,346.8666667,0,0,1,0,0,0,0,1,0,0,2
1933,Male,172.5416667,50,11.90825069,3.450833333,345.0833333,0,1,0,0,0,0,0,0,0,0,3
1934,Male,109.6266667,40,7.51125378,2.740666667,274.0666667,0,0,1,0,0,0,1,0,1,0,2
1935,Female,111.435,45,6.132226776,2.476333333,247.6333333,0,0,0,0,1,0,0,0,0,0,4
1936,Female,70.79583333,25,8.019280026,2.831833333,283.1833333,0,0,0,0,1,0,0,0,0,0,4
1937,Male,84.29000001,30,7.89422678,2.809666667,280.9666667,0,1,0,1,0,1,1,0,0,0,3
1938,Male,109.2991667,35,9.752088026,3.122833333,312.2833333,0,0,1,0,0,0,0,0,0,0,2
1939,Female,72.72083333,25,8.461311359,2.908833333,290.8833333,0,0,1,0,0,0,0,0,0,0,2
1940,Male,102.265,40,6.536331391,2.556625,255.6625,0,1,1,1,1,1,4,1,0,0,1
1941,Female,133.0875,35,14.45900625,3.8025,380.25,0,0,0,1,0,0,1,0,0,0,4
1942,Male,98.2125,45,4.76330625,2.1825,218.25,0,1,0,0,0,0,0,0,0,0,3
1943,Male,71.70999999,30,5.713693443,2.390333333,239.0333333,0,1,0,0,0,0,0,0,0,0,3
1944,Female,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1945,Male,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1946,Male,35.44000001,15,5.582193779,2.362666667,236.2666667,0,1,0,0,0,0,0,0,0,0,3
1947,Male,71.85500001,30,5.736823363,2.395166667,239.5166667,0,0,0,0,1,1,1,1,0,0,4
1948,Male,40.205,15,7.184186776,2.680333333,268.0333333,0,0,1,0,0,0,0,0,0,0,2
1949,Male,71.63333333,25,8.210135109,2.865333333,286.5333333,0,0,0,1,0,0,0,0,0,0,4
1950,Male,50.97000001,18,8.018336113,2.831666667,283.1666667,0,0,1,0,0,0,0,0,0,0,2
